Location,Price,Sq. ft.,Ba,Br,Link
"11910 Farrier Ln, Austin, TX 78748","$475,000 ","2,253 sqft",3 ba,4 bds,https://www.zillow.com/homedetails/11910-Farrier-Ln-Austin-TX-78748/2080525173_zpid/
"1308 July Dr, Austin, TX 78753","$550,000 ","2,450 sqft",3 ba,3 bds,https://www.zillow.com/homedetails/1308-July-Dr-Austin-TX-78753/29431943_zpid/
"11504 February Dr, Austin, TX 78753","$1,350,000 ","2,450 sqft",4 ba,3 bds,https://www.zillow.com/homedetails/11504-February-Dr-Austin-TX-78753/79980440_zpid/
"12806 Lamppost Ln, Austin, TX 78727","$479,900 ","1,312 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/12806-Lamppost-Ln-Austin-TX-78727/29442719_zpid/
"3304 Oxsheer Dr, Austin, TX 78732","$919,900 ","3,333 sqft",3 ba,4 bds,https://www.zillow.com/homedetails/3304-Oxsheer-Dr-Austin-TX-78732/29359905_zpid/
"1809 W 39th St, Austin, TX 78731","$1,350,000 ","3,044 sqft",#NAME?,#NAME?,https://www.zillow.com/homedetails/1809-W-39th-St-Austin-TX-78731/29340271_zpid/
"2707 Valley Springs Rd, Austin, TX 78746","$3,250,000 ","4,320 sqft",5 ba,4 bds,https://www.zillow.com/homedetails/2707-Valley-Springs-Rd-Austin-TX-78746/29330233_zpid/
"902 W Village Ln, Austin, TX 78758","$375,000 ","1,137 sqft",3 ba,3 bds,https://www.zillow.com/homedetails/902-W-Village-Ln-Austin-TX-78758/29428814_zpid/
"10208 La Costa Dr, Austin, TX 78747","$619,000 ","2,742 sqft",3 ba,3 bds,https://www.zillow.com/homedetails/10208-La-Costa-Dr-Austin-TX-78747/29515628_zpid/
"8107 Middle Ct, Austin, TX 78759","$699,900 ","2,097 sqft",2 ba,2 bds,https://www.zillow.com/homedetails/8107-Middle-Ct-Austin-TX-78759/29430648_zpid/
"6820 Kenosha Pass, Austin, TX 78749","$965,000 ","2,219 sqft",2 ba,4 bds,https://www.zillow.com/homedetails/6820-Kenosha-Pass-Austin-TX-78749/29479259_zpid/
"1119 Gunter St, Austin, TX 78702","$774,900 ",960 sqft,#NAME?,#NAME?,https://www.zillow.com/homedetails/1119-Gunter-St-Austin-TX-78702/29386516_zpid/
"2307 Windsor Rd, Austin, TX 78703","$6,200,000 ","5,548 sqft",6 ba,4 bds,https://www.zillow.com/homedetails/2307-Windsor-Rd-Austin-TX-78703/2074833454_zpid/
"5616 S 1st St UNIT 33, Austin, TX 78745","$599,000 ","1,844 sqft",3 ba,3 bds,https://www.zillow.com/homedetails/5616-S-1st-St-UNIT-33-Austin-TX-78745/145551935_zpid/
"5509 Durango Pass, Austin, TX 78724","$556,395 ","2,440 sqft",3 ba,4 bds,https://www.zillow.com/homedetails/5509-Durango-Pass-Austin-TX-78724/331624303_zpid/
"2107 Nathan Dr, Austin, TX 78728","$455,000 ","1,394 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/2107-Nathan-Dr-Austin-TX-78728/29451818_zpid/
"8133 Ladera Verde Dr, Austin, TX 78739","$975,000 ","3,124 sqft",3 ba,4 bds,https://www.zillow.com/homedetails/8133-Ladera-Verde-Dr-Austin-TX-78739/70346040_zpid/
"18104 Painted Horse Cv, Austin, TX 78738","$799,000 ","2,909 sqft",3 ba,3 bds,https://www.zillow.com/homedetails/18104-Painted-Horse-Cv-Austin-TX-78738/119622876_zpid/
"13918 Hummingbird Ln, Austin, TX 78732","$685,000 ","2,211 sqft",3 ba,3 bds,https://www.zillow.com/homedetails/13918-Hummingbird-Ln-Austin-TX-78732/29361742_zpid/
"7511 Black Mountain Dr, Austin, TX 78736","$820,000 ","3,299 sqft",3 ba,5 bds,https://www.zillow.com/homedetails/7511-Black-Mountain-Dr-Austin-TX-78736/70327847_zpid/
"8011 Orizzonte St, Austin, TX 78744","$399,900 ","1,518 sqft",2 ba,2 bds,https://www.zillow.com/homedetails/8011-Orizzonte-St-Austin-TX-78744/305433605_zpid/
"5908 Aylford Ct, Austin, TX 78739","$839,000 ","2,603 sqft",2 ba,4 bds,https://www.zillow.com/homedetails/5908-Aylford-Ct-Austin-TX-78739/29504804_zpid/
"907 E Live Oak St, Austin, TX 78704","$1,275,000 ","2,546 sqft",#NAME?,#NAME?,https://www.zillow.com/homedetails/907-E-Live-Oak-St-Austin-TX-78704/29461006_zpid/
"220 Piedmont Hills Pass, Austin, TX 78732","$875,000 ","2,933 sqft",3 ba,4 bds,https://www.zillow.com/homedetails/220-Piedmont-Hills-Pass-Austin-TX-78732/114405509_zpid/
"5729 Brocade Dr, Austin, TX 78724","$399,000 ","1,845 sqft",2 ba,4 bds,https://www.zillow.com/homedetails/5729-Brocade-Dr-Austin-TX-78724/2070763368_zpid/
"8405 Twiggy Ln, Austin, TX 78747","$415,000 ","1,420 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/8405-Twiggy-Ln-Austin-TX-78747/89552218_zpid/
"3206 Western Dr, Austin, TX 78745","$624,999 ","1,557 sqft",3 ba,3 bds,https://www.zillow.com/homedetails/3206-Western-Dr-Austin-TX-78745/58315155_zpid/
"14401 Robert I Walker Blvd, Austin, TX 78728","$469,900 ","1,500 sqft",3 ba,3 bds,https://www.zillow.com/homedetails/14401-Robert-I-Walker-Blvd-Austin-TX-78728/29449330_zpid/
"1505 Newning Ave, Austin, TX 78704","$2,500,000 ","1,960 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/1505-Newning-Ave-Austin-TX-78704/29458965_zpid/
"11200 Los Comancheros Rd, Austin, TX 78717","$549,000 ","2,129 sqft",3 ba,3 bds,https://www.zillow.com/homedetails/11200-Los-Comancheros-Rd-Austin-TX-78717/88013987_zpid/
"6911 Greenshores Dr, Austin, TX 78730","$2,850,000 ","5,236 sqft",6 ba,5 bds,https://www.zillow.com/homedetails/6911-Greenshores-Dr-Austin-TX-78730/70348209_zpid/
"1212 Eleanor St #2, Austin, TX 78721","$574,900 ",891 sqft,2 ba,2 bds,https://www.zillow.com/homedetails/1212-Eleanor-St-2-Austin-TX-78721/2058271485_zpid/
"2307 Tower Dr, Austin, TX 78703","$1,650,000 ","1,860 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/2307-Tower-Dr-Austin-TX-78703/29335788_zpid/
"6302 Capriola Dr, Austin, TX 78745","$584,900 ","1,369 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/6302-Capriola-Dr-Austin-TX-78745/29490058_zpid/
"5805 Swayden Ln, Austin, TX 78745","$665,000 ","2,035 sqft",3 ba,3 bds,https://www.zillow.com/homedetails/5805-Swayden-Ln-Austin-TX-78745/125089241_zpid/
"1402 Theodora Cv, Austin, TX 78753","$455,000 ","1,472 sqft",2 ba,5 bds,https://www.zillow.com/homedetails/1402-Theodora-Cv-Austin-TX-78753/29433276_zpid/
"6003 Messenger Stake, Austin, TX 78746","$1,099,000 ","2,806 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/6003-Messenger-Stake-Austin-TX-78746/29344766_zpid/
"1306 E Saint Johns Ave, Austin, TX 78752","$587,500 ","2,091 sqft",#NAME?,#NAME?,https://www.zillow.com/homedetails/1306-E-Saint-Johns-Ave-Austin-TX-78752/29411954_zpid/
"330 Torrington Dr, Austin, TX 78737","$775,000 ","3,032 sqft",4 ba,4 bds,https://www.zillow.com/homedetails/330-Torrington-Dr-Austin-TX-78737/89409121_zpid/
"1001 Walter St #1, Austin, TX 78702","$899,000 ","1,939 sqft",3 ba,3 bds,https://www.zillow.com/homedetails/1001-Walter-St-1-Austin-TX-78702/2058742336_zpid/
"4307 Zuni Dr, Austin, TX 78759","$625,000 ","1,823 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/4307-Zuni-Dr-Austin-TX-78759/29439501_zpid/
"1138 Northwestern Ave, Austin, TX 78702","$755,000 ","1,394 sqft",2 ba,4 bds,https://www.zillow.com/homedetails/1138-Northwestern-Ave-Austin-TX-78702/29386061_zpid/
"914 Bird Creek Dr, Austin, TX 78758","$524,900 ","1,905 sqft",#NAME?,#NAME?,https://www.zillow.com/homedetails/914-Bird-Creek-Dr-Austin-TX-78758/29431592_zpid/
"12410 Blossomwood Dr, Austin, TX 78727","$725,000 ","2,359 sqft",3 ba,4 bds,https://www.zillow.com/homedetails/12410-Blossomwood-Dr-Austin-TX-78727/29442557_zpid/
"7703 Song Sparrow Dr, Austin, TX 78744","$494,517 ","2,527 sqft",4 ba,5 bds,https://www.zillow.com/homedetails/7703-Song-Sparrow-Dr-Austin-TX-78744/2058493723_zpid/
"1909 Whitebead Trl, Austin, TX 78734","$598,000 ","2,030 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/1909-Whitebead-Trl-Austin-TX-78734/70324687_zpid/
"13501 Metric Blvd UNIT 27, Austin, TX 78727","$569,000 ","2,242 sqft",3 ba,4 bds,https://www.zillow.com/homedetails/13501-Metric-Blvd-UNIT-27-Austin-TX-78727/241936841_zpid/
"8417 Silhouette St, Austin, TX 78744","$692,000 ","2,436 sqft",3 ba,4 bds,https://www.zillow.com/homedetails/8417-Silhouette-St-Austin-TX-78744/337141389_zpid/
"11201 Harlyn Bay Rd, Austin, TX 78754","$489,000 ","2,636 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/11201-Harlyn-Bay-Rd-Austin-TX-78754/124841705_zpid/
"3702 Alexandria Dr, Austin, TX 78749","$455,000 ","1,639 sqft",2 ba,2 bds,https://www.zillow.com/homedetails/3702-Alexandria-Dr-Austin-TX-78749/29494085_zpid/
"712 E 44th St APT A, Austin, TX 78751","$865,000 ","2,052 sqft",3 ba,4 bds,https://www.zillow.com/homedetails/712-E-44th-St-APT-A-Austin-TX-78751/29400695_zpid/
"9106 Balcones Club Dr, Austin, TX 78750","$939,900 ","2,961 sqft",3 ba,3 bds,https://www.zillow.com/homedetails/9106-Balcones-Club-Dr-Austin-TX-78750/29377266_zpid/
"7689 Delwau Ln, Austin, TX 78725","$799,980 ","1,500 sqft",4 ba,3 bds,https://www.zillow.com/homedetails/7689-Delwau-Ln-Austin-TX-78725/2101469324_zpid/
"11803 Three Oaks Trl, Austin, TX 78759","$735,000 ","2,322 sqft",2 ba,4 bds,https://www.zillow.com/homedetails/11803-Three-Oaks-Trl-Austin-TX-78759/29369254_zpid/
"15105 Sun Bird Ln, Austin, TX 78734","$539,500 ","1,661 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/15105-Sun-Bird-Ln-Austin-TX-78734/29352020_zpid/
"3403 Cambridge Ct #B, Austin, TX 78723","$675,000 ","1,100 sqft",3 ba,2 bds,https://www.zillow.com/homedetails/3403-Cambridge-Ct-B-Austin-TX-78723/2058236678_zpid/
"8101 Bestride Bnd, Austin, TX 78744","$690,000 ","2,809 sqft",3 ba,4 bds,https://www.zillow.com/homedetails/8101-Bestride-Bnd-Austin-TX-78744/251035587_zpid/
"2401 Never Bend Cv, Austin, TX 78746","$3,895,000 ","5,405 sqft",6 ba,5 bds,https://www.zillow.com/homedetails/2401-Never-Bend-Cv-Austin-TX-78746/83816353_zpid/
"15214 Kevin Ln, Austin, TX 78734","$775,000 ","2,921 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/15214-Kevin-Ln-Austin-TX-78734/64635272_zpid/
"1704 Meander Dr, Austin, TX 78721","$495,000 ",864 sqft,1 ba,3 bds,https://www.zillow.com/homedetails/1704-Meander-Dr-Austin-TX-78721/29392812_zpid/
"4005 Balcones Dr, Austin, TX 78731","$3,749,950 ","3,854 sqft",5 ba,4 bds,https://www.zillow.com/homedetails/4005-Balcones-Dr-Austin-TX-78731/29341891_zpid/
"12904 Stanzel Dr, Austin, TX 78729","$675,000 ","2,383 sqft",3 ba,4 bds,https://www.zillow.com/homedetails/12904-Stanzel-Dr-Austin-TX-78729/29547763_zpid/
"Homes Available Soon Plan, Central Living - Lifestyle Collection",$--,#NAME?,#NAME?,#NAME?,https://www.zillow.com/community/central-living-lifestyle-collection/2061942407_zpid/
"716 Sheraton Ave, Austin, TX 78745","$549,000 ","1,418 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/716-Sheraton-Ave-Austin-TX-78745/70348765_zpid/
"2003 Ohlen Rd, Austin, TX 78757","$540,000 ","1,255 sqft",1 ba,3 bds,https://www.zillow.com/homedetails/2003-Ohlen-Rd-Austin-TX-78757/29426415_zpid/
"6806 Wake Forest Ln, Austin, TX 78723","$429,900 ","1,275 sqft",1 ba,3 bds,https://www.zillow.com/homedetails/6806-Wake-Forest-Ln-Austin-TX-78723/29407561_zpid/
"403 Ridgewood Rd, Austin, TX 78746","$3,949,000 ","4,171 sqft",5 ba,6 bds,https://www.zillow.com/homedetails/403-Ridgewood-Rd-Austin-TX-78746/29330365_zpid/
"11709 Barrington Way, Austin, TX 78759","$625,000 ","1,449 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/11709-Barrington-Way-Austin-TX-78759/29371653_zpid/
"8001 Borden Springs Ct, Austin, TX 78717","$775,000 ","3,219 sqft",4 ba,4 bds,https://www.zillow.com/homedetails/8001-Borden-Springs-Ct-Austin-TX-78717/2059021615_zpid/
"4607 Trail West Dr, Austin, TX 78735","$925,000 ","2,196 sqft",3 ba,4 bds,https://www.zillow.com/homedetails/4607-Trail-West-Dr-Austin-TX-78735/29474037_zpid/
"1400 Drake Ave, Austin, TX 78704","$2,600,000 ","2,456 sqft",4 ba,4 bds,https://www.zillow.com/homedetails/1400-Drake-Ave-Austin-TX-78704/29458743_zpid/
"15215 Thatcher Dr, Austin, TX 78717","$950,000 ","4,019 sqft",4 ba,5 bds,https://www.zillow.com/homedetails/15215-Thatcher-Dr-Austin-TX-78717/52830693_zpid/
"1708 Garden St UNIT 1, Austin, TX 78702","$875,000 ","1,288 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/1708-Garden-St-UNIT-1-Austin-TX-78702/305426341_zpid/
"2300 Southern Oaks Dr, Austin, TX 78745","$1,250,000 ","2,230 sqft",3 ba,4 bds,https://www.zillow.com/homedetails/2300-Southern-Oaks-Dr-Austin-TX-78745/58313799_zpid/
"8221 Phantom Canyon Dr, Austin, TX 78726","$949,000 ","4,189 sqft",4 ba,5 bds,https://www.zillow.com/homedetails/8221-Phantom-Canyon-Dr-Austin-TX-78726/29370883_zpid/
"1121 Salem Park Ct, Austin, TX 78745","$545,000 ","1,514 sqft",3 ba,3 bds,https://www.zillow.com/homedetails/1121-Salem-Park-Ct-Austin-TX-78745/83830444_zpid/
"1802 Hether St, Austin, TX 78704","$3,373,000 ","3,380 sqft",5 ba,5 bds,https://www.zillow.com/homedetails/1802-Hether-St-Austin-TX-78704/29322123_zpid/
"11716 Saddle Rock Dr, Austin, TX 78725","$500,000 ","2,322 sqft",3 ba,3 bds,https://www.zillow.com/homedetails/11716-Saddle-Rock-Dr-Austin-TX-78725/145656992_zpid/
"2401 W 12th St, Austin, TX 78703","$2,195,000 ","3,289 sqft",4 ba,4 bds,https://www.zillow.com/homedetails/2401-W-12th-St-Austin-TX-78703/29332151_zpid/
"1409 Falconer Way, Austin, TX 78748","$449,000 ","1,910 sqft",3 ba,4 bds,https://www.zillow.com/homedetails/1409-Falconer-Way-Austin-TX-78748/2080946486_zpid/
"13401 Bullick Hollow Rd, Austin, TX 78726","$5,995,000 ","6,178 sqft",5 ba,7 bds,https://www.zillow.com/homedetails/13401-Bullick-Hollow-Rd-Austin-TX-78726/58300248_zpid/
"5000 Savorey Ln, Austin, TX 78744","$335,859 ",907 sqft,1 ba,2 bds,https://www.zillow.com/homedetails/5000-Savorey-Ln-Austin-TX-78744/62608311_zpid/
"8507 Chalk Knoll Dr, Austin, TX 78735","$3,795,000 ","6,603 sqft",6 ba,5 bds,https://www.zillow.com/homedetails/8507-Chalk-Knoll-Dr-Austin-TX-78735/29333092_zpid/
"1600 Susan Dr, Austin, TX 78734","$890,000 ","3,183 sqft",3 ba,3 bds,https://www.zillow.com/homedetails/1600-Susan-Dr-Austin-TX-78734/29360282_zpid/
"7810 Libretto Ln, Austin, TX 78744","$514,442 ","3,125 sqft",3 ba,4 bds,https://www.zillow.com/homedetails/7810-Libretto-Ln-Austin-TX-78744/2059276413_zpid/
"708 E 47th St UNIT B, Austin, TX 78751","$912,000 ","1,928 sqft",3 ba,3 bds,https://www.zillow.com/homedetails/708-E-47th-St-UNIT-B-Austin-TX-78751/251029912_zpid/
"12800 Partridge Bend Dr, Austin, TX 78729","$595,000 ","2,285 sqft",3 ba,4 bds,https://www.zillow.com/homedetails/12800-Partridge-Bend-Dr-Austin-TX-78729/29592261_zpid/
"(undisclosed Address), Austin, TX 78704","$1,100,000 ","1,190 sqft",3 ba,2 bds,https://www.zillow.com/homedetails/Austin-TX-78704/2058267017_zpid/
"4901 Bandera Rd, Austin, TX 78721","$550,000 ","1,689 sqft",2 ba,4 bds,https://www.zillow.com/homedetails/4901-Bandera-Rd-Austin-TX-78721/29392762_zpid/
"11601 Barchetta Dr, Austin, TX 78758","$499,900 ","1,836 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/11601-Barchetta-Dr-Austin-TX-78758/29435002_zpid/
"(undisclosed Address), Austin, TX 78728","$449,750 ","2,253 sqft",3 ba,4 bds,https://www.zillow.com/homedetails/Austin-TX-78728/29447975_zpid/
"7021 Van Buren Ln, Austin, TX 78724","$534,920 ","2,081 sqft",3 ba,4 bds,https://www.zillow.com/homedetails/7021-Van-Buren-Ln-Austin-TX-78724/331628043_zpid/
"10729 Canfield Dr, Austin, TX 78739","$2,175,000 ","5,009 sqft",5 ba,5 bds,https://www.zillow.com/homedetails/10729-Canfield-Dr-Austin-TX-78739/80105167_zpid/
"4904 Louis Ave, Austin, TX 78721","$485,000 ",834 sqft,1 ba,2 bds,https://www.zillow.com/homedetails/4904-Louis-Ave-Austin-TX-78721/29388901_zpid/
"12513 Morelia Way, Austin, TX 78748","$749,900 ","4,033 sqft",5 ba,5 bds,https://www.zillow.com/homedetails/12513-Morelia-Way-Austin-TX-78748/305428465_zpid/
"6303 Clubway Ln, Austin, TX 78745","$479,500 ","1,770 sqft",2 ba,4 bds,https://www.zillow.com/homedetails/6303-Clubway-Ln-Austin-TX-78745/29490055_zpid/
"8101 Bestride Bnd, Austin, TX 78744","$690,000 ","2,809 sqft",3 ba,4 bds,https://www.zillow.com/homedetails/8101-Bestride-Bnd-Austin-TX-78744/251035587_zpid/
"2401 Never Bend Cv, Austin, TX 78746","$3,895,000 ","5,405 sqft",6 ba,5 bds,https://www.zillow.com/homedetails/2401-Never-Bend-Cv-Austin-TX-78746/83816353_zpid/
"15214 Kevin Ln, Austin, TX 78734","$775,000 ","2,921 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/15214-Kevin-Ln-Austin-TX-78734/64635272_zpid/
"1704 Meander Dr, Austin, TX 78721","$495,000 ",864 sqft,1 ba,3 bds,https://www.zillow.com/homedetails/1704-Meander-Dr-Austin-TX-78721/29392812_zpid/
"4005 Balcones Dr, Austin, TX 78731","$3,749,950 ","3,854 sqft",5 ba,4 bds,https://www.zillow.com/homedetails/4005-Balcones-Dr-Austin-TX-78731/29341891_zpid/
"12904 Stanzel Dr, Austin, TX 78729","$675,000 ","2,383 sqft",3 ba,4 bds,https://www.zillow.com/homedetails/12904-Stanzel-Dr-Austin-TX-78729/29547763_zpid/
"Homes Available Soon Plan, Central Living - Lifestyle Collection",$--,#NAME?,#NAME?,#NAME?,https://www.zillow.com/community/central-living-lifestyle-collection/2061942407_zpid/
"716 Sheraton Ave, Austin, TX 78745","$549,000 ","1,418 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/716-Sheraton-Ave-Austin-TX-78745/70348765_zpid/
"2003 Ohlen Rd, Austin, TX 78757","$540,000 ","1,255 sqft",1 ba,3 bds,https://www.zillow.com/homedetails/2003-Ohlen-Rd-Austin-TX-78757/29426415_zpid/
"6806 Wake Forest Ln, Austin, TX 78723","$429,900 ","1,275 sqft",1 ba,3 bds,https://www.zillow.com/homedetails/6806-Wake-Forest-Ln-Austin-TX-78723/29407561_zpid/
"403 Ridgewood Rd, Austin, TX 78746","$3,949,000 ","4,171 sqft",5 ba,6 bds,https://www.zillow.com/homedetails/403-Ridgewood-Rd-Austin-TX-78746/29330365_zpid/
"11709 Barrington Way, Austin, TX 78759","$625,000 ","1,449 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/11709-Barrington-Way-Austin-TX-78759/29371653_zpid/
"8001 Borden Springs Ct, Austin, TX 78717","$775,000 ","3,219 sqft",4 ba,4 bds,https://www.zillow.com/homedetails/8001-Borden-Springs-Ct-Austin-TX-78717/2059021615_zpid/
"4607 Trail West Dr, Austin, TX 78735","$925,000 ","2,196 sqft",3 ba,4 bds,https://www.zillow.com/homedetails/4607-Trail-West-Dr-Austin-TX-78735/29474037_zpid/
"1400 Drake Ave, Austin, TX 78704","$2,600,000 ","2,456 sqft",4 ba,4 bds,https://www.zillow.com/homedetails/1400-Drake-Ave-Austin-TX-78704/29458743_zpid/
"15215 Thatcher Dr, Austin, TX 78717","$950,000 ","4,019 sqft",4 ba,5 bds,https://www.zillow.com/homedetails/15215-Thatcher-Dr-Austin-TX-78717/52830693_zpid/
"1708 Garden St UNIT 1, Austin, TX 78702","$875,000 ","1,288 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/1708-Garden-St-UNIT-1-Austin-TX-78702/305426341_zpid/
"2300 Southern Oaks Dr, Austin, TX 78745","$1,250,000 ","2,230 sqft",3 ba,4 bds,https://www.zillow.com/homedetails/2300-Southern-Oaks-Dr-Austin-TX-78745/58313799_zpid/
"8221 Phantom Canyon Dr, Austin, TX 78726","$949,000 ","4,189 sqft",4 ba,5 bds,https://www.zillow.com/homedetails/8221-Phantom-Canyon-Dr-Austin-TX-78726/29370883_zpid/
"1121 Salem Park Ct, Austin, TX 78745","$545,000 ","1,514 sqft",3 ba,3 bds,https://www.zillow.com/homedetails/1121-Salem-Park-Ct-Austin-TX-78745/83830444_zpid/
"1802 Hether St, Austin, TX 78704","$3,373,000 ","3,380 sqft",5 ba,5 bds,https://www.zillow.com/homedetails/1802-Hether-St-Austin-TX-78704/29322123_zpid/
"11716 Saddle Rock Dr, Austin, TX 78725","$500,000 ","2,322 sqft",3 ba,3 bds,https://www.zillow.com/homedetails/11716-Saddle-Rock-Dr-Austin-TX-78725/145656992_zpid/
"2401 W 12th St, Austin, TX 78703","$2,195,000 ","3,289 sqft",4 ba,4 bds,https://www.zillow.com/homedetails/2401-W-12th-St-Austin-TX-78703/29332151_zpid/
"1409 Falconer Way, Austin, TX 78748","$449,000 ","1,910 sqft",3 ba,4 bds,https://www.zillow.com/homedetails/1409-Falconer-Way-Austin-TX-78748/2080946486_zpid/
"13401 Bullick Hollow Rd, Austin, TX 78726","$5,995,000 ","6,178 sqft",5 ba,7 bds,https://www.zillow.com/homedetails/13401-Bullick-Hollow-Rd-Austin-TX-78726/58300248_zpid/
"5000 Savorey Ln, Austin, TX 78744","$335,859 ",907 sqft,1 ba,2 bds,https://www.zillow.com/homedetails/5000-Savorey-Ln-Austin-TX-78744/62608311_zpid/
"8507 Chalk Knoll Dr, Austin, TX 78735","$3,795,000 ","6,603 sqft",6 ba,5 bds,https://www.zillow.com/homedetails/8507-Chalk-Knoll-Dr-Austin-TX-78735/29333092_zpid/
"1600 Susan Dr, Austin, TX 78734","$890,000 ","3,183 sqft",3 ba,3 bds,https://www.zillow.com/homedetails/1600-Susan-Dr-Austin-TX-78734/29360282_zpid/
"7810 Libretto Ln, Austin, TX 78744","$514,442 ","3,125 sqft",3 ba,4 bds,https://www.zillow.com/homedetails/7810-Libretto-Ln-Austin-TX-78744/2059276413_zpid/
"708 E 47th St UNIT B, Austin, TX 78751","$912,000 ","1,928 sqft",3 ba,3 bds,https://www.zillow.com/homedetails/708-E-47th-St-UNIT-B-Austin-TX-78751/251029912_zpid/
"12800 Partridge Bend Dr, Austin, TX 78729","$595,000 ","2,285 sqft",3 ba,4 bds,https://www.zillow.com/homedetails/12800-Partridge-Bend-Dr-Austin-TX-78729/29592261_zpid/
"(undisclosed Address), Austin, TX 78704","$1,100,000 ","1,190 sqft",3 ba,2 bds,https://www.zillow.com/homedetails/Austin-TX-78704/2058267017_zpid/
"4901 Bandera Rd, Austin, TX 78721","$550,000 ","1,689 sqft",2 ba,4 bds,https://www.zillow.com/homedetails/4901-Bandera-Rd-Austin-TX-78721/29392762_zpid/
"11601 Barchetta Dr, Austin, TX 78758","$499,900 ","1,836 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/11601-Barchetta-Dr-Austin-TX-78758/29435002_zpid/
"(undisclosed Address), Austin, TX 78728","$449,750 ","2,253 sqft",3 ba,4 bds,https://www.zillow.com/homedetails/Austin-TX-78728/29447975_zpid/
"7021 Van Buren Ln, Austin, TX 78724","$534,920 ","2,081 sqft",3 ba,4 bds,https://www.zillow.com/homedetails/7021-Van-Buren-Ln-Austin-TX-78724/331628043_zpid/
"10729 Canfield Dr, Austin, TX 78739","$2,175,000 ","5,009 sqft",5 ba,5 bds,https://www.zillow.com/homedetails/10729-Canfield-Dr-Austin-TX-78739/80105167_zpid/
"4904 Louis Ave, Austin, TX 78721","$485,000 ",834 sqft,1 ba,2 bds,https://www.zillow.com/homedetails/4904-Louis-Ave-Austin-TX-78721/29388901_zpid/
"12513 Morelia Way, Austin, TX 78748","$749,900 ","4,033 sqft",5 ba,5 bds,https://www.zillow.com/homedetails/12513-Morelia-Way-Austin-TX-78748/305428465_zpid/
"6303 Clubway Ln, Austin, TX 78745","$479,500 ","1,770 sqft",2 ba,4 bds,https://www.zillow.com/homedetails/6303-Clubway-Ln-Austin-TX-78745/29490055_zpid/
"2813 Sissinghurst Dr, Austin, TX 78745","$515,000 ","1,681 sqft",3 ba,3 bds,https://www.zillow.com/homedetails/2813-Sissinghurst-Dr-Austin-TX-78745/58314942_zpid/
"616 W Monroe St, Austin, TX 78704","$3,200,000 ","5,131 sqft",6 ba,6 bds,https://www.zillow.com/homedetails/616-W-Monroe-St-Austin-TX-78704/83816258_zpid/
"3209 E 16th St, Austin, TX 78721","$350,000 ",792 sqft,1 ba,3 bds,https://www.zillow.com/homedetails/3209-E-16th-St-Austin-TX-78721/29390139_zpid/
"3209 Lynnbrook Dr, Austin, TX 78748","$588,500 ","2,334 sqft",2 ba,4 bds,https://www.zillow.com/homedetails/3209-Lynnbrook-Dr-Austin-TX-78748/70332815_zpid/
"7013 Loretta White Ln, Austin, TX 78744","$429,500 ","1,512 sqft",2 ba,3 bds,https://www.zillow.com/homedetails/7013-Loretta-White-Ln-Austin-TX-78744/2084673003_zpid/
"2422 S 6th St, Austin, TX 78704","$2,590,000 ","2,810 sqft",4 ba,3 bds,https://www.zillow.com/homedetails/2422-S-6th-St-Austin-TX-78704/2058240468_zpid/
"2301 W 10th St, Austin, TX 78703","$1,190,000 ","1,776 sqft",3 ba,4 bds,https://www.zillow.com/homedetails/2301-W-10th-St-Austin-TX-78703/29329423_zpid/
"1304 Tetbury Ln, Austin, TX 78748","$475,000 ","2,194 sqft",3 ba,3 bds,https://www.zillow.com/homedetails/1304-Tetbury-Ln-Austin-TX-78748/29506276_zpid/
"5011 Balcones Dr UNIT D, Austin, TX 78731","$1,100,000 ","2,544 sqft",4 ba,4 bds,https://www.zillow.com/homedetails/5011-Balcones-Dr-UNIT-D-Austin-TX-78731/121657881_zpid/
"3802 Lower Dr, Austin, TX 78725","$90,000 ",,,0.34 acres lot,https://www.zillow.com/homedetails/3802-Lower-Dr-Austin-TX-78725/70326082_zpid/
"6508 Garden Rose Path, Austin, TX 78754","$389,999 ","1,788 sqft",3 ba,3 bds,https://www.zillow.com/homedetails/6508-Garden-Rose-Path-Austin-TX-78754/121655105_zpid/
